2012,7,45,2,13,15,9,16,53.57,781,21,325,60,119,5,11.1111111111100,1
2012,8,2025,117,774,571,367,720,42.45,45456,3890,25157,5400,3775,367,18.1234567901200,2
2012,9,1798,97,592,489,352,658,45.24,40645,3598,24756,5747,4271,299,16.6295884315900,3
2012,10,1598,95,599,433,268,591,41.96,38314,2474,15263,2790,1909,306,19.1489361702100,4
2012,11,1693,96,587,494,303,629,45.70,41100,2326,19183,5087,3438,267,15.7708210277600,5
2012,12,1116,83,528,321,185,420,37.81,25467,2321,11039,2806,2225,190,17.0250896057300,6
2013,1,1789,107,631,515,309,669,44.94,36086,3947,18560,4068,3266,296,16.5455561766300,7
2013,2,1644,99,590,465,298,614,44.08,34271,2697,17482,5304,3093,267,16.2408759124000,8
2013,3,1657,101,580,480,256,628,45.28,35332,2863,17934,3625,2590,293,17.6825588412700,9
2013,4,1356,87,485,378,284,500,43.80,26709,2358,18041,3307,2727,193,14.2330383480800,10
2013,5,1560,102,496,399,310,628,44.58,36940,2707,20718,4310,2496,223,14.2948717948700,11
2013,6,1293,88,454,357,229,494,44.02,21653,1910,13298,2832,2304,213,16.4733178654200,12
2013,7,1341,98,572,356,209,559,38.36,26409,2070,11932,2843,2043,217,16.1819537658400,13
2013,8,1439,102,513,405,235,592,44.12,28807,1977,14335,2956,1990,206,14.3154968728200,14
2013,9,1236,94,466,341,222,487,42.26,22406,1909,12335,3414,3057,186,15.0485436893200,15
2013,10,1667,115,574,467,311,644,44.86,34146,2668,16158,3832,2758,245,14.6970605878800,16
2013,11,1366,87,399,361,266,566,47.50,28471,2917,18476,2925,2740,173,12.6647144948700,17
2013,12,1243,92,433,329,235,519,43.18,21496,2769,15568,3428,2257,160,12.8720836685400,18
2014,1,1292,88,398,332,244,528,45.48,22673,2687,13872,3815,2485,188,14.5510835913300,19
2014,2,973,78,344,236,174,429,40.69,20332,1970,13171,2564,2263,133,13.6690647482000,20
2014,3,1301,108,533,353,222,526,39.84,26105,1749,12731,2362,1622,200,15.3727901614100,21
2014,4,1154,94,383,301,204,499,44.01,20605,2158,13670,3381,2306,150,12.9982668977400,22
2014,5,1471,111,502,408,277,574,44.84,24918,2638,16662,4010,2755,212,14.4119646498900,23
2014,6,912,74,335,244,149,362,42.14,16952,1767,9379,2531,1406,156,17.1052631578900,24
